Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Sales_Method,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,33,54,1782,730.62,
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,33,34,1122,493.68,
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,43,42,1806,1173.9,
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,46,69,3174,1650.48,
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,32,137,4384,1841.28,
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,28,77,2156,1034.88,
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,23,50,1150,517.5,
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,24,44,1056,464.64,
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,34,44,1496,957.44,
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,51,85,4335,2297.55,
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,49,138,6762,2975.28,
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,44,87,3828,1875.72,
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,36,68,2448,1077.12,
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,37,47,1739,712.99,
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,46,60,2760,1656,
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,51,94,4794,2397,
Foot Locker,1185732,6/8/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,49,131,6419,2695.98,
Foot Locker,1185732,6/8/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,42,78,3276,1506.96,
Foot Locker,1185732,6/8/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,39,61,2379,1022.97,
Foot Locker,1185732,6/8/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,37,54,1998,819.18,
Foot Locker,1185732,6/8/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,48,51,2448,1468.8,
Foot Locker,1185732,6/8/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,53,98,5194,2856.7,
Foot Locker,1185732,7/9/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,34,133,4522,1808.8,
Foot Locker,1185732,7/9/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,27,77,2079,977.13,
Foot Locker,1185732,7/9/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,24,49,1176,470.4,
Foot Locker,1185732,7/9/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,23,38,874,393.3,
Foot Locker,1185732,7/9/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,34,45,1530,933.3,
Foot Locker,1185732,7/9/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,36,61,2196,1098,
Foot Locker,1185732,6/10/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,43,112,4816,1974.56,
Foot Locker,1185732,6/10/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,32,75,2400,1104,
Foot Locker,1185732,6/10/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,34,39,1326,543.66,
Foot Locker,1185732,6/10/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,34,31,1054,442.68,
Foot Locker,1185732,6/10/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,42,38,1596,1021.44,
West Gear,1185732,6/10/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,49,73,3577,1895.81,
West Gear,1185732,6/11/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,41,112,4592,2020.48,
West Gear,1185732,6/11/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,32,72,2304,1128.96,
West Gear,1185732,6/11/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,32,57,1824,802.56,
West Gear,1185732,6/11/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,34,52,1768,724.88,
West Gear,1185732,6/11/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,55,49,2695,1617,
West Gear,1185732,6/11/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,59,72,4248,2208.96,
West Gear,1185732,5/12/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,54,147,7938,3333.96,
West Gear,1185732,5/12/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,47,91,4277,2010.19,
West Gear,1185732,5/12/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,47,83,3901,1638.42,
West Gear,1185732,5/12/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,49,61,2989,1285.27,
West Gear,1185732,5/12/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,59,59,3481,2123.41,
West Gear,1185732,5/12/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,59,88,5192,2855.6,
West Gear,1185732,3/1/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,28,126,3528,1587.6,
West Gear,1185732,3/1/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,29,70,2030,933.8,
West Gear,1185732,3/1/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,18,65,1170,479.7,
West Gear,1185732,3/1/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,Online,23,29,667,300.15,
West Gear,1185732,3/1/2021,Midwest,Iowa,Des Moines,Men's Apparel,Online,38,45,1710,1060.2,
West Gear,1185732,3/1/2021,Midwest,Iowa,Des Moines,Women's Apparel,Online,28,73,2044,1124.2,
West Gear,1185732,3/2/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,Online,29,140,4060,1664.6,
West Gear,1185732,3/2/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,Online,29,39,1131,554.19,
West Gear,1185732,3/2/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,Online,20,60,1200,516,
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,23,20,460,197.8,
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,38,38,1444,880.84,
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,14,65,910,464.1,
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,19,141,2679,1098.39,
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,19,44,836,418,
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,9,59,531,233.64,
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,14,20,280,114.8,
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,29,34,986,601.46,
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,18,63,1134,612.36,
West Gear,1185732,3/4/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,18,122,2196,900.36,
West Gear,1185732,3/4/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,20,39,780,358.8,
West Gear,1185732,3/4/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,9,41,369,158.67,
West Gear,1185732,3/4/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,15,22,330,135.3,
West Gear,1185732,3/4/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,55,26,1430,886.6,
West Gear,1185732,3/4/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,49,61,2989,1643.95,
West Gear,1185732,4/5/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,58,134,7772,3186.52,
West Gear,1185732,4/5/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,39,50,1950,955.5,
West Gear,1185732,4/5/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,33,49,1617,727.65,
West Gear,1185732,4/5/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,32,38,1216,535.04,
West Gear,1185732,4/5/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,44,53,2332,1422.52,
West Gear,1185732,4/5/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,47,90,4230,2157.3,
West Gear,1185732,3/6/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,32,160,5120,2252.8,
West Gear,1185732,3/6/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,27,90,2430,1190.7,
West Gear,1185732,3/6/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,24,52,1248,549.12,
West Gear,1185732,3/6/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,24,47,1128,462.48,
West Gear,1185732,3/6/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,34,46,1564,938.4,
West Gear,1185732,3/6/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,51,98,4998,2748.9,
West Gear,1185732,2/7/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,45,149,6705,2816.1,
West Gear,1185732,2/7/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,42,87,3654,1790.46,
West Gear,1185732,2/7/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,38,61,2318,996.74,
West Gear,1185732,2/7/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,38,51,1938,813.96,
West Gear,1185732,2/7/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,48,50,2400,1488,
West Gear,1185732,2/7/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,52,94,4888,2639.52,
West Gear,1185732,3/8/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,46,158,7268,3052.56,
West Gear,1185732,3/8/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,43,84,3612,1697.64,
West Gear,1185732,3/8/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,39,56,2184,873.6,
West Gear,1185732,3/8/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,39,50,1950,877.5,
West Gear,1185732,3/8/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,48,46,2208,1435.2,
West Gear,1185732,3/8/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,52,102,5304,2705.04,
West Gear,1185732,4/9/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,33,143,4719,1934.79,
West Gear,1185732,4/9/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,29,65,1885,848.25,
West Gear,1185732,4/9/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,24,44,1056,475.2,
West Gear,1185732,4/9/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,23,34,782,351.9,
West Gear,1185732,4/9/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,33,33,1089,707.85,
West Gear,1185732,4/9/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,38,52,1976,988,
West Gear,1185732,3/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,43,113,4859,2040.78,
West Gear,1185732,3/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,33,68,2244,1077.12,
West Gear,1185732,3/10/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,34,33,1122,482.46,
West Gear,1185732,3/10/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,32,33,1056,432.96,
West Gear,1185732,3/10/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,44,33,1452,914.76,
West Gear,1185732,3/10/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,46,65,2990,1524.9,
West Gear,1185732,3/11/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,41,104,4264,1833.52,
West Gear,1185732,3/11/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,32,78,2496,1173.12,
West Gear,1185732,3/11/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,33,69,2277,956.34,
West Gear,1185732,3/11/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,33,65,2145,965.25,
West Gear,1185732,3/11/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,58,56,3248,2013.76,
West Gear,1185732,3/11/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,61,75,4575,2333.25,
West Gear,1185732,2/12/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,58,138,8004,3281.64,
West Gear,1185732,2/12/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,49,102,4998,2349.06,
West Gear,1185732,2/12/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,45,87,3915,1722.6,
West Gear,1185732,2/12/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,48,73,3504,1576.8,
West Gear,1185732,2/12/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,57,73,4161,2496.6,
West Gear,1185732,2/12/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,59,88,5192,2699.84,
West Gear,1185732,10/1/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,32,140,4480,2329.6,
West Gear,1185732,10/1/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,32,78,2496,1272.96,
West Gear,1185732,10/1/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,24,87,2088,939.6,
West Gear,1185732,10/1/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,Online,28,44,1232,591.36,
West Gear,1185732,10/1/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,Online,41,58,2378,1046.32,
West Gear,1185732,10/1/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,Online,32,84,2688,1344,
West Gear,1185732,10/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,Online,34,160,5440,2992,
West Gear,1185732,10/2/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,Online,34,52,1768,901.68,
West Gear,1185732,10/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,Online,24,73,1752,876,
West Gear,1185732,10/2/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,29,36,1044,490.68,
West Gear,1185732,10/2/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,41,58,2378,1046.32,
West Gear,1185732,10/2/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,19,75,1425,726.75,
West Gear,1185732,9/3/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,23,151,3473,1771.23,
West Gear,1185732,9/3/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,23,61,1403,771.65,
West Gear,1185732,9/3/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,14,72,1008,504,
West Gear,1185732,9/3/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,19,31,589,265.05,
West Gear,1185732,9/3/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,32,44,1408,605.44,
West Gear,1185732,9/3/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,24,74,1776,923.52,
West Gear,1185732,10/4/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,23,125,2875,1581.25,
West Gear,1185732,10/4/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,23,54,1242,645.84,
West Gear,1185732,10/4/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,14,52,728,364,
West Gear,1185732,10/4/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,19,36,684,328.32,
West Gear,1185732,10/4/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,61,45,2745,1207.8,
West Gear,1185732,10/4/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,47,72,3384,1861.2,
West Gear,1185732,11/5/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,54,164,8856,4428,
West Gear,1185732,11/5/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,37,73,2701,1485.55,
West Gear,1185732,11/5/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,34,56,1904,894.88,
West Gear,1185732,11/5/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,34,49,1666,816.34,
West Gear,1185732,11/5/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,44,58,2552,1148.4,
West Gear,1185732,11/5/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,53,91,4823,2507.96,
West Gear,1185732,10/6/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,36,155,5580,3069,
West Gear,1185732,10/6/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,32,94,3008,1594.24,
West Gear,1185732,10/6/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,27,50,1350,607.5,
West Gear,1185732,10/6/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,29,46,1334,626.98,
West Gear,1185732,10/6/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,36,53,1908,858.6,
West Gear,1185732,10/6/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,56,91,5096,2598.96,
West Gear,1185732,9/7/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,51,149,7599,4027.47,
West Gear,1185732,9/7/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,49,84,4116,2058,
West Gear,1185732,9/7/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,42,68,2856,1285.2,
West Gear,1185732,9/7/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,42,49,2058,967.26,
West Gear,1185732,9/7/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,51,50,2550,1071,
West Gear,1185732,9/7/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,54,101,5454,2781.54,
West Gear,1185732,10/8/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,47,152,7144,3929.2,
West Gear,1185732,10/8/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,41,87,3567,1926.18,
West Gear,1185732,10/8/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,37,56,2072,973.84,
West Gear,1185732,10/8/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,38,60,2280,1071.6,
West Gear,1185732,10/8/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,47,53,2491,1120.95,
West Gear,1185732,10/8/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,54,91,4914,2604.42,
West Gear,1185732,11/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,33,133,4389,2370.06,
West Gear,1185732,11/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,29,74,2146,1073,
West Gear,1185732,11/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,23,49,1127,529.69,
West Gear,1185732,11/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,24,41,984,462.48,
West Gear,1185732,11/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,33,42,1386,554.4,
West Gear,1185732,11/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,36,68,2448,1272.96,
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,41,116,4756,2520.68,
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,32,65,2080,1144,
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,32,38,1216,571.52,
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,33,44,1452,667.92,
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,41,38,1558,685.52,
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,48,83,3984,2111.52,
West Gear,1185732,10/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,41,123,5043,2571.93,
West Gear,1185732,10/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,33,98,3234,1778.7,
West Gear,1185732,10/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,32,81,2592,1244.16,
West Gear,1185732,10/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,34,83,2822,1411,
West Gear,1185732,10/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,55,75,4125,1650,
West Gear,1185732,10/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,61,91,5551,2997.54,
West Gear,1185732,9/12/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,58,150,8700,4437,
West Gear,1185732,9/12/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,49,108,5292,2910.6,
West Gear,1185732,9/12/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,49,105,5145,2366.7,
West Gear,1185732,9/12/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,45,87,3915,1957.5,
West Gear,1185732,9/12/2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,54,84,4536,1950.48,
West Gear,1185732,9/12/2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,62,120,7440,3720,
West Gear,1185732,17-01-2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,32,125,4000,2080,
West Gear,1185732,17-01-2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,32,75,2400,1320,
West Gear,1185732,17-01-2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,25,87,2175,1196.25,
West Gear,1185732,17-01-2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,Online,29,45,1305,704.7,
West Gear,1185732,17-01-2021,Midwest,Indiana,Indianapolis,Men's Apparel,Online,41,54,2214,1129.14,
West Gear,1185732,17-01-2021,Midwest,Indiana,Indianapolis,Women's Apparel,Online,34,75,2550,1275,
West Gear,1185732,17-02-2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,Online,33,149,4917,2655.18,
West Gear,1185732,17-02-2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,Online,38,50,1900,1045,
West Gear,1185732,17-02-2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,Online,27,75,2025,1032.75,
West Gear,1185732,17-02-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,Online,34,49,1666,882.98,
West Gear,1185732,17-02-2021,Northeast,West Virginia,Charleston,Men's Apparel,Online,48,65,3120,1653.6,
West Gear,1185732,17-02-2021,Northeast,West Virginia,Charleston,Women's Apparel,Online,24,105,2520,1360.8,
West Gear,1185732,16-03-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,Online,28,165,4620,2356.2,
West Gear,1185732,16-03-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,Online,27,69,1863,1006.02,
West Gear,1185732,16-03-2021,Northeast,West Virginia,Charleston,Women's Street Footwear,Online,19,91,1729,933.66,
West Gear,1185732,16-03-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,Online,23,49,1127,597.31,
West Gear,1185732,16-03-2021,Northeast,West Virginia,Charleston,Men's Apparel,Online,37,59,2183,1091.5,
West Gear,1185732,16-03-2021,Northeast,West Virginia,Charleston,Women's Apparel,Online,29,81,2349,1268.46,
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,Online,27,143,3861,1969.11,
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,Online,28,75,2100,1155,
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Women's Street Footwear,Online,19,68,1292,697.68,
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,Online,25,47,1175,611,
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Men's Apparel,Online,60,56,3360,1848,
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Women's Apparel,Online,47,94,4418,2253.18,
West Gear,1185732,18-05-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,Online,58,179,10382,5398.64,
West Gear,1185732,18-05-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,Online,37,87,3219,1641.69,
West Gear,1185732,18-05-2021,Northeast,West Virginia,Charleston,Women's Street Footwear,Online,32,77,2464,1355.2,
West Gear,1185732,18-05-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,Online,33,50,1650,907.5,
West Gear,1185732,18-05-2021,Northeast,West Virginia,Charleston,Men's Apparel,Online,42,68,2856,1542.24,
West Gear,1185732,18-05-2021,Northeast,West Virginia,Charleston,Women's Apparel,Online,52,95,4940,2717,
West Gear,1185732,17-06-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,Online,43,150,6450,3354,
West Gear,1185732,17-06-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,Online,37,119,4403,2201.5,
West Gear,1185732,17-06-2021,Northeast,West Virginia,Charleston,Women's Street Footwear,Online,33,81,2673,1443.42,
West Gear,1185732,17-06-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,Online,33,69,2277,1184.04,
West Gear,1185732,17-06-2021,Northeast,West Virginia,Charleston,Men's Apparel,Online,41,74,3034,1668.7,
West Gear,1185732,17-06-2021,Northeast,West Virginia,Charleston,Women's Apparel,Online,59,115,6785,3528.2,
West Gear,1185732,16-07-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,Online,55,182,10010,5205.2,
West Gear,1185732,16-07-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,Online,50,116,5800,3074,
West Gear,1185732,16-07-2021,Northeast,West Virginia,Charleston,Women's Street Footwear,Online,49,98,4802,2545.06,
West Gear,1185732,16-07-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,Online,48,77,3696,1884.96,
West Gear,1185732,16-07-2021,Northeast,West Virginia,Charleston,Men's Apparel,Online,54,87,4698,2536.92,
West Gear,1185732,16-07-2021,Northeast,West Virginia,Charleston,Women's Apparel,Online,63,133,8379,4524.66,
West Gear,1185732,17-08-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,Online,46,131,6026,3133.52,
West Gear,1185732,17-08-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,Online,42,90,3780,2079,
West Gear,1185732,17-08-2021,Northeast,West Virginia,Charleston,Women's Street Footwear,Online,38,87,3306,1719.12,
West Gear,1185732,17-08-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,Online,36,72,2592,1321.92,
West Gear,1185732,17-08-2021,Northeast,West Virginia,Charleston,Men's Apparel,Online,49,68,3332,1799.28,
