invoice_no,invoice_date,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I111938,11-10-16,29,Clothing,1,300.08,225.06,Cash,East,Pennsylvania,Metrocity
I523414,11-10-16,55,Clothing,2,600.16,450.12,Credit Card,Central,Illinois,Metropol AVM
I249300,11-10-16,43,Souvenir,3,35.19,24.633,Debit Card,Central,Illinois,Kanyon
I549445,11-10-16,68,Clothing,5,1500.4,1425.38,Cash,Central,Illinois,Metrocity
I239407,11-10-16,31,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Zorlu Center
I500164,11-10-16,57,Cosmetics,2,81.32,56.924,Credit Card,West,Washington,Viaport Outlet
I590479,11-10-16,31,Shoes,4,2400.68,2280.646,Credit Card,West,Washington,Metrocity
I222679,11-10-16,21,Clothing,5,1500.4,1425.38,Debit Card,West,Washington,Viaport Outlet
I166073,11-10-16,67,Souvenir,3,35.19,24.633,Credit Card,West,Washington,Kanyon
I179309,11-10-16,56,Cosmetics,1,40.66,28.462,Credit Card,West,Washington,Mall of Istanbul
I124127,11-10-16,49,Food & Beverage,4,20.92,15.69,Credit Card,West,Washington,Metropol AVM
I288228,11-10-16,27,Books,1,15.15,10.605,Cash,Central,Michigan,Istinye Park
I178869,11-10-16,61,Clothing,2,600.16,450.12,Credit Card,Central,Michigan,Mall of Istanbul
I799599,11-10-16,38,Clothing,3,900.24,675.18,Cash,Central,Michigan,Kanyon
I195506,11-10-16,65,Cosmetics,4,162.64,130.112,Cash,South,Alabama,Metropol AVM
I242770,11-10-16,29,Cosmetics,3,121.98,91.485,Cash,South,North Carolina,Mall of Istanbul
I113308,11-10-16,35,Food & Beverage,5,26.15,19.6125,Cash,East,New York,Viaport Outlet
I276900,11-10-16,22,Technology,5,5250,4725,Credit Card,East,New York,Zorlu Center
I225678,11-10-16,57,Food & Beverage,5,26.15,19.6125,Cash,East,Delaware,Mall of Istanbul
I124418,11-10-16,69,Clothing,5,1500.4,1425.38,Cash,Central,Illinois,Mall of Istanbul
I226688,11-10-16,64,Souvenir,2,23.46,16.422,Cash,Central,Illinois,Kanyon
I163910,11-10-16,24,Clothing,4,1200.32,1140.304,Cash,Central,Illinois,Zorlu Center
I299728,11-10-16,37,Toys,1,35.84,25.088,Cash,Central,Illinois,Zorlu Center
I308648,11-10-16,59,Clothing,4,1200.32,1140.304,Cash,East,New York,Istinye Park
I240221,11-10-16,25,Clothing,5,1500.4,1425.38,Debit Card,West,California,Viaport Outlet
I293081,11-10-16,69,Food & Beverage,5,26.15,19.6125,Debit Card,East,Ohio,Viaport Outlet
I662139,11-10-16,61,Clothing,4,1200.32,1140.304,Credit Card,East,New York,Kanyon
I503408,11-10-16,27,Clothing,2,600.16,450.12,Credit Card,East,Ohio,Istinye Park
I179666,11-10-16,39,Clothing,2,600.16,450.12,Cash,South,Florida,Metropol AVM
I202984,11-10-16,54,Cosmetics,1,40.66,28.462,Cash,South,Florida,Viaport Outlet
I953351,11-10-16,42,Cosmetics,3,121.98,91.485,Cash,South,Florida,Zorlu Center
I201524,11-10-16,48,Toys,5,179.2,143.36,Cash,South,Georgia,Zorlu Center
I246306,11-10-16,48,Food & Beverage,3,15.69,10.983,Cash,South,North Carolina,Metrocity
I593320,11-10-16,64,Food & Beverage,4,20.92,15.69,Credit Card,South,North Carolina,Zorlu Center
I319274,11-10-16,25,Cosmetics,3,121.98,91.485,Cash,Central,Illinois,Istinye Park
I280748,11-10-16,44,Clothing,2,600.16,450.12,Credit Card,Central,Illinois,Metropol AVM
I337787,11-10-16,56,Clothing,2,600.16,450.12,Cash,Central,Illinois,Mall of Istanbul
I272304,11-10-16,36,Clothing,1,300.08,225.06,Debit Card,Central,Illinois,Metropol AVM
I130230,11-10-16,69,Clothing,5,1500.4,1425.38,Cash,South,Florida,Metropol AVM
I281776,11-10-16,63,Souvenir,5,58.65,43.9875,Debit Card,South,Florida,Zorlu Center
I237743,11-10-16,48,Toys,1,35.84,25.088,Cash,South,Florida,Zorlu Center
I270231,11-10-16,33,Cosmetics,5,203.3,162.64,Credit Card,South,Florida,Mall of Istanbul
I960405,11-10-16,42,Toys,5,179.2,143.36,Cash,South,Florida,Viaport Outlet
I120199,11-10-16,40,Food & Beverage,3,15.69,10.983,Credit Card,South,Florida,Metrocity
I901514,11-10-16,47,Toys,5,179.2,143.36,Credit Card,East,Ohio,Viaport Outlet
I109988,11-10-16,31,Cosmetics,2,81.32,56.924,Credit Card,West,Washington,Metropol AVM
I137363,11-10-16,34,Souvenir,5,58.65,43.9875,Credit Card,East,New York,Metrocity
I176605,11-10-16,46,Food & Beverage,5,26.15,19.6125,Credit Card,South,Virginia,Metrocity
I308170,11-10-16,62,Clothing,3,900.24,675.18,Debit Card,South,Virginia,Metrocity
I612053,11-10-16,54,Souvenir,5,58.65,43.9875,Credit Card,South,North Carolina,Zorlu Center
I248346,11-10-16,28,Technology,2,2100,1890,Cash,South,North Carolina,Kanyon
I587107,11-10-16,66,Souvenir,4,46.92,35.19,Debit Card,West,California,Kanyon
I164716,11-10-16,34,Technology,2,2100,1890,Debit Card,Central,Michigan,Viaport Outlet
I384229,11-10-16,51,Cosmetics,3,121.98,91.485,Credit Card,West,California,Kanyon
I134674,11-10-16,64,Clothing,2,600.16,450.12,Cash,West,California,Metropol AVM
I841403,11-10-16,50,Food & Beverage,3,15.69,10.983,Credit Card,West,California,Kanyon
I383725,11-10-16,39,Food & Beverage,2,10.46,7.322,Credit Card,West,California,Kanyon
I219419,11-10-16,20,Cosmetics,3,121.98,91.485,Debit Card,Central,Iowa,Viaport Outlet
I336195,11-10-16,42,Clothing,4,1200.32,1140.304,Debit Card,Central,Iowa,Mall of Istanbul
I568959,11-10-16,38,Clothing,4,1200.32,1140.304,Debit Card,Central,Iowa,Mall of Istanbul
I210127,11-10-16,44,Food & Beverage,2,10.46,7.322,Cash,West,California,Istinye Park
I718818,11-10-16,56,Cosmetics,5,203.3,162.64,Credit Card,Central,Texas,Kanyon
I202320,11-10-16,38,Cosmetics,1,40.66,28.462,Credit Card,Central,Texas,Metropol AVM
I124557,11-10-16,67,Food & Beverage,2,10.46,7.322,Debit Card,South,Georgia,Metropol AVM
I303857,11-10-16,31,Clothing,5,1500.4,1425.38,Debit Card,South,Georgia,Istinye Park
I226988,11-10-16,18,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Viaport Outlet
I274682,11-10-16,50,Food & Beverage,1,5.23,3.661,Debit Card,Central,Texas,Mall of Istanbul
I236912,11-10-16,60,Shoes,1,600.17,450.1275,Debit Card,Central,Texas,Metrocity
I239868,11-10-16,37,Cosmetics,2,81.32,56.924,Credit Card,Central,Texas,Istinye Park
I412749,11-10-16,63,Clothing,2,600.16,450.12,Credit Card,South,North Carolina,Metrocity
I411067,11-10-16,56,Food & Beverage,2,10.46,7.322,Debit Card,South,North Carolina,Viaport Outlet
I781279,11-10-16,68,Clothing,5,1500.4,1425.38,Cash,East,New York,Mall of Istanbul
I158669,11-10-16,52,Shoes,1,600.17,450.1275,Cash,Central,Texas,Viaport Outlet
I106192,11-10-16,69,Food & Beverage,2,10.46,7.322,Credit Card,Central,Texas,Zorlu Center
I803287,11-10-16,60,Technology,3,3150,2677.5,Credit Card,East,New York,Mall of Istanbul
I781475,11-10-16,25,Cosmetics,1,40.66,28.462,Cash,East,New York,Metrocity
I309707,11-10-16,61,Clothing,5,1500.4,1425.38,Cash,South,Florida,Mall of Istanbul
I399018,11-10-16,21,Clothing,2,600.16,450.12,Cash,South,Florida,Metropol AVM
I142634,11-10-16,66,Clothing,1,300.08,225.06,Cash,Central,Illinois,Istinye Park
I282285,11-10-16,33,Clothing,5,1500.4,1425.38,Cash,Central,Illinois,Zorlu Center
I634033,11-10-16,46,Clothing,4,1200.32,1140.304,Credit Card,East,Massachusetts,Istinye Park
I298792,11-10-16,53,Shoes,4,2400.68,2280.646,Cash,East,Massachusetts,Istinye Park
I825784,11-10-16,56,Clothing,2,600.16,450.12,Credit Card,East,New York,Kanyon
I323960,11-10-16,68,Shoes,3,1800.51,1620.459,Debit Card,East,Massachusetts,Metrocity
I861119,11-10-16,35,Clothing,1,300.08,225.06,Credit Card,East,Massachusetts,Metropol AVM
I149878,11-10-16,40,Clothing,4,1200.32,1140.304,Credit Card,East,Massachusetts,Viaport Outlet
I457693,11-10-16,37,Clothing,5,1500.4,1425.38,Cash,East,Massachusetts,Metropol AVM
I231934,11-10-16,24,Toys,5,179.2,143.36,Cash,East,Delaware,Kanyon
I744433,11-10-16,69,Cosmetics,1,40.66,28.462,Cash,South,Virginia,Metropol AVM
I208822,11-10-16,50,Toys,4,143.36,114.688,Cash,South,Alabama,Kanyon
I332300,11-10-16,51,Clothing,1,300.08,225.06,Cash,South,Alabama,Mall of Istanbul
I254393,11-10-16,56,Cosmetics,3,121.98,91.485,Cash,West,California,Mall of Istanbul
I258477,11-10-16,56,Clothing,3,900.24,675.18,Credit Card,South,Virginia,Zorlu Center
I222731,11-10-16,57,Cosmetics,5,203.3,162.64,Cash,West,California,Kanyon
I201857,11-10-16,69,Toys,1,35.84,25.088,Credit Card,South,Alabama,Kanyon
I251244,11-10-16,34,Cosmetics,4,162.64,130.112,Debit Card,South,Tennessee,Zorlu Center
I302612,11-10-16,64,Food & Beverage,5,26.15,19.6125,Cash,South,Tennessee,Istinye Park
I748501,11-10-16,20,Clothing,4,1200.32,1140.304,Debit Card,South,Tennessee,Istinye Park
I317626,11-10-16,69,Toys,3,107.52,80.64,Cash,East,Massachusetts,Istinye Park
I664358,11-10-16,31,Clothing,1,300.08,225.06,Cash,East,Massachusetts,Metrocity
I819407,11-10-16,29,Food & Beverage,3,15.69,10.983,Credit Card,East,Massachusetts,Mall of Istanbul
I574226,11-10-16,23,Shoes,2,1200.34,1080.306,Debit Card,East,Massachusetts,Istinye Park
I170283,11-10-16,67,Souvenir,2,23.46,16.422,Debit Card,East,Massachusetts,Metrocity
I197428,11-10-16,65,Clothing,2,600.16,450.12,Cash,East,Pennsylvania,Istinye Park
I163503,11-10-16,67,Technology,2,2100,1890,Credit Card,East,Pennsylvania,Kanyon
I824519,11-10-16,29,Shoes,2,1200.34,1080.306,Cash,East,Pennsylvania,Mall of Istanbul
I266530,11-10-16,60,Shoes,5,3000.85,2700.765,Cash,East,Pennsylvania,Metrocity
I421011,11-10-16,20,Clothing,5,1500.4,1425.38,Cash,East,Pennsylvania,Mall of Istanbul
I825057,11-10-16,21,Food & Beverage,1,5.23,3.661,Debit Card,South,Georgia,Mall of Istanbul
I203200,11-10-16,45,Clothing,5,1500.4,1425.38,Cash,West,Idaho,Metrocity
I263767,11-10-16,53,Clothing,5,1500.4,1425.38,Cash,West,Idaho,Kanyon
I264147,11-10-16,54,Cosmetics,1,40.66,28.462,Credit Card,West,Idaho,Istinye Park
I120871,11-10-16,52,Cosmetics,1,40.66,28.462,Credit Card,Central,Texas,Istinye Park
I268234,11-10-16,64,Clothing,3,900.24,675.18,Cash,Central,Texas,Istinye Park
I115777,11-10-16,66,Food & Beverage,1,5.23,3.661,Credit Card,Central,Texas,Zorlu Center
I683897,11-10-16,39,Food & Beverage,2,10.46,7.322,Cash,Central,Texas,Kanyon
I278360,11-10-16,30,Toys,3,107.52,80.64,Debit Card,South,Florida,Metropol AVM
I283812,11-10-16,37,Clothing,3,900.24,675.18,Cash,West,Washington,Kanyon
I234067,11-10-16,57,Shoes,3,1800.51,1620.459,Credit Card,West,California,Mall of Istanbul
I284981,11-10-16,41,Clothing,4,1200.32,1140.304,Cash,West,California,Metropol AVM
I240665,11-10-16,23,Clothing,3,900.24,675.18,Debit Card,West,California,Metrocity
I829863,11-10-16,40,Cosmetics,5,203.3,162.64,Cash,West,California,Metropol AVM
I440643,11-10-16,36,Toys,3,107.52,80.64,Credit Card,West,California,Viaport Outlet
I321609,11-10-16,66,Souvenir,1,11.73,8.211,Debit Card,Central,Texas,Zorlu Center
I731969,11-10-16,34,Food & Beverage,3,15.69,10.983,Cash,West,Washington,Viaport Outlet
I279500,11-10-16,28,Cosmetics,1,40.66,28.462,Credit Card,West,California,Istinye Park
I204870,11-10-16,64,Technology,2,2100,1890,Credit Card,West,California,Metrocity
I332524,11-10-16,24,Books,1,15.15,10.605,Credit Card,West,California,Metropol AVM
I284164,11-10-16,34,Books,1,15.15,10.605,Cash,South,Florida,Mall of Istanbul
I201726,11-10-16,48,Cosmetics,5,203.3,162.64,Cash,Central,Texas,Metrocity
I992441,11-10-16,35,Cosmetics,5,203.3,162.64,Debit Card,Central,Texas,Metropol AVM
I183532,11-10-16,31,Cosmetics,4,162.64,130.112,Credit Card,Central,Texas,Mall of Istanbul
I331954,11-10-16,43,Shoes,1,600.17,450.1275,Cash,Central,Illinois,Kanyon
I320270,11-10-16,40,Clothing,2,600.16,450.12,Cash,West,California,Kanyon
I190058,11-10-16,67,Toys,5,179.2,143.36,Cash,Central,Texas,Mall of Istanbul
I173215,11-10-16,30,Clothing,4,1200.32,1140.304,Cash,East,Delaware,Metropol AVM
I151226,11-10-16,18,Cosmetics,3,121.98,91.485,Credit Card,East,Delaware,Kanyon
I100299,11-10-16,19,Clothing,5,1500.4,1425.38,Cash,West,California,Mall of Istanbul
I291904,11-10-16,58,Cosmetics,4,162.64,130.112,Cash,East,Delaware,Metrocity
I442001,11-10-16,66,Food & Beverage,2,10.46,7.322,Credit Card,East,Delaware,Zorlu Center
I423649,11-10-16,35,Toys,5,179.2,143.36,Cash,East,Massachusetts,Metrocity
I232210,11-10-16,32,Clothing,2,600.16,450.12,Credit Card,East,Ohio,Mall of Istanbul
I165745,11-10-16,25,Toys,4,143.36,114.688,Cash,West,California,Istinye Park
I327043,11-10-16,58,Toys,5,179.2,143.36,Credit Card,East,Delaware,Kanyon
I783172,11-10-16,60,Food & Beverage,5,26.15,19.6125,Cash,East,Massachusetts,Metropol AVM
I992164,11-10-16,38,Clothing,2,600.16,450.12,Credit Card,East,Massachusetts,Viaport Outlet
I211501,11-10-16,43,Clothing,1,300.08,225.06,Debit Card,East,Massachusetts,Zorlu Center
I102142,11-10-16,22,Shoes,2,1200.34,1080.306,Debit Card,East,Massachusetts,Istinye Park
I157281,11-10-16,59,Food & Beverage,4,20.92,15.69,Credit Card,South,North Carolina,Istinye Park
I417476,11-10-16,55,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Metropol AVM
I503490,11-10-16,61,Books,3,45.45,31.815,Debit Card,East,Ohio,Kanyon
I313806,11-10-16,65,Clothing,2,600.16,450.12,Cash,West,Arizona,Metropol AVM
I460652,11-10-16,34,Clothing,3,900.24,675.18,Debit Card,East,New York,Metrocity
I294737,11-10-16,43,Toys,2,71.68,50.176,Credit Card,East,New York,Metropol AVM
I326225,11-10-16,52,Clothing,3,900.24,675.18,Credit Card,East,New York,Metrocity
I302378,11-10-16,30,Food & Beverage,4,20.92,15.69,Credit Card,West,California,Mall of Istanbul
I278363,11-10-16,31,Shoes,1,600.17,450.1275,Debit Card,East,Delaware,Mall of Istanbul
I123801,11-10-16,62,Cosmetics,1,40.66,28.462,Cash,East,Delaware,Mall of Istanbul
I172614,11-10-16,53,Clothing,2,600.16,450.12,Cash,East,Delaware,Metrocity
I218074,11-10-16,63,Clothing,5,1500.4,1425.38,Cash,East,Delaware,Kanyon
I690470,11-10-16,63,Shoes,4,2400.68,2280.646,Credit Card,East,Delaware,Mall of Istanbul
I652241,11-10-16,37,Clothing,2,600.16,450.12,Cash,West,California,Viaport Outlet
I156365,11-10-16,20,Cosmetics,3,121.98,91.485,Credit Card,South,North Carolina,Kanyon
I251552,11-10-16,32,Clothing,2,600.16,450.12,Cash,South,Virginia,Istinye Park
I358971,11-10-16,69,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Kanyon
I663246,11-10-16,36,Cosmetics,5,203.3,162.64,Cash,Central,Texas,Mall of Istanbul
I243477,11-10-16,34,Cosmetics,4,162.64,130.112,Cash,Central,Texas,Mall of Istanbul
I148635,11-10-16,46,Clothing,5,1500.4,1425.38,Cash,Central,Iowa,Metrocity
I111473,11-10-16,21,Toys,3,107.52,80.64,Credit Card,West,Washington,Istinye Park
I333750,11-10-16,41,Souvenir,1,11.73,8.211,Cash,West,Washington,Kanyon
I303901,11-10-16,48,Shoes,2,1200.34,1080.306,Cash,West,Washington,Metropol AVM
I502247,11-10-16,52,Clothing,2,600.16,450.12,Cash,West,Washington,Metropol AVM
I100969,11-10-16,51,Clothing,1,300.08,225.06,Credit Card,West,Washington,Istinye Park
I322124,11-10-16,62,Food & Beverage,5,26.15,19.6125,Cash,East,Massachusetts,Metrocity
I805280,11-10-16,38,Clothing,3,900.24,675.18,Credit Card,East,Massachusetts,Istinye Park
I336797,11-10-16,42,Food & Beverage,4,20.92,15.69,Credit Card,East,Massachusetts,Istinye Park
I468879,11-10-16,53,Clothing,3,900.24,675.18,Cash,East,Massachusetts,Istinye Park
I190127,11-10-16,37,Clothing,5,1500.4,1425.38,Credit Card,East,Ohio,Metrocity
I429218,11-10-16,59,Cosmetics,4,162.64,130.112,Credit Card,West,Colorado,Metropol AVM
I313572,11-10-16,32,Shoes,5,3000.85,2700.765,Cash,Central,Michigan,Kanyon
I185687,11-10-16,57,Shoes,3,1800.51,1620.459,Cash,West,Arizona,Mall of Istanbul
I308155,11-10-16,41,Food & Beverage,2,10.46,7.322,Cash,East,Pennsylvania,Istinye Park
I984879,11-10-16,68,Cosmetics,1,40.66,28.462,Credit Card,Central,Iowa,Zorlu Center
I233069,11-10-16,36,Souvenir,5,58.65,43.9875,Credit Card,East,Delaware,Metrocity
I597124,11-10-16,59,Clothing,2,600.16,450.12,Debit Card,Central,Texas,Mall of Istanbul
I225353,11-10-16,31,Toys,3,107.52,80.64,Credit Card,Central,Texas,Istinye Park
I203978,11-10-16,39,Souvenir,1,11.73,8.211,Cash,Central,Texas,Metropol AVM
I163880,11-10-16,45,Clothing,3,900.24,675.18,Cash,Central,Texas,Zorlu Center
I230189,11-10-16,35,Technology,3,3150,2677.5,Credit Card,West,Idaho,Istinye Park
I228427,11-10-16,51,Technology,4,4200,3780,Credit Card,East,Ohio,Istinye Park
I323952,11-10-16,32,Toys,1,35.84,25.088,Credit Card,West,Washington,Kanyon
I110263,11-10-16,57,Clothing,2,600.16,450.12,Cash,Central,Illinois,Metrocity
I211238,11-10-16,45,Toys,2,71.68,50.176,Credit Card,East,Ohio,Kanyon
I130541,11-10-16,58,Food & Beverage,2,10.46,7.322,Debit Card,West,Arizona,Metropol AVM
I113128,11-10-16,68,Food & Beverage,4,20.92,15.69,Cash,East,Pennsylvania,Zorlu Center
I260458,11-10-16,46,Toys,2,71.68,50.176,Debit Card,East,Pennsylvania,Metrocity
I201430,11-10-16,67,Clothing,1,300.08,225.06,Cash,East,Pennsylvania,Kanyon
I135910,11-10-16,43,Clothing,5,1500.4,1425.38,Cash,East,Delaware,Viaport Outlet
I769416,11-10-16,47,Shoes,5,3000.85,2700.765,Credit Card,East,Delaware,Istinye Park
I131967,11-10-16,46,Food & Beverage,1,5.23,3.661,Cash,East,Delaware,Istinye Park
I339581,11-10-16,67,Clothing,2,600.16,450.12,Credit Card,East,Delaware,Viaport Outlet
I232589,11-10-16,26,Clothing,5,1500.4,1425.38,Debit Card,East,Delaware,Mall of Istanbul
I248669,11-10-16,30,Clothing,5,1500.4,1425.38,Debit Card,East,Delaware,Viaport Outlet
I248435,11-10-16,36,Food & Beverage,1,5.23,3.661,Cash,West,California,Metrocity
I303285,11-10-16,40,Shoes,3,1800.51,1620.459,Cash,Central,Texas,Kanyon
I215175,11-10-16,30,Food & Beverage,2,10.46,7.322,Credit Card,Central,Texas,Zorlu Center
I183039,11-10-16,52,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Texas,Mall of Istanbul
I190996,11-10-16,37,Souvenir,1,11.73,8.211,Cash,West,California,Kanyon
I338193,11-10-16,31,Cosmetics,3,121.98,91.485,Cash,Central,Illinois,Viaport Outlet
I131559,11-10-16,42,Toys,3,107.52,80.64,Debit Card,Central,Illinois,Metrocity
I351349,11-10-16,69,Cosmetics,3,121.98,91.485,Cash,Central,Texas,Istinye Park
I921729,11-10-16,62,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Mall of Istanbul
I333882,11-10-16,68,Clothing,2,600.16,450.12,Credit Card,East,Delaware,Zorlu Center
I110590,11-10-16,56,Toys,3,107.52,80.64,Credit Card,East,Delaware,Zorlu Center
I189248,11-10-16,32,Toys,5,179.2,143.36,Cash,Central,Michigan,Mall of Istanbul
I226370,11-10-16,26,Shoes,4,2400.68,2280.646,Credit Card,West,Idaho,Istinye Park
I238495,11-10-16,64,Food & Beverage,3,15.69,10.983,Cash,West,Colorado,Kanyon
I273588,11-10-16,46,Clothing,2,600.16,450.12,Cash,East,New York,Viaport Outlet
I315078,11-10-16,43,Cosmetics,1,40.66,28.462,Credit Card,East,Delaware,Istinye Park
I134507,11-10-16,27,Clothing,4,1200.32,1140.304,Cash,West,California,Mall of Istanbul
I322450,11-10-16,48,Food & Beverage,3,15.69,10.983,Credit Card,Central,Indiana,Kanyon
I120846,11-10-16,62,Toys,5,179.2,143.36,Cash,South,Tennessee,Metropol AVM
I296165,11-10-16,68,Toys,5,179.2,143.36,Cash,South,Tennessee,Mall of Istanbul
I873054,11-10-16,40,Clothing,1,300.08,225.06,Cash,South,Tennessee,Istinye Park
I269647,11-10-16,29,Cosmetics,1,40.66,28.462,Debit Card,South,Tennessee,Istinye Park
I274964,11-10-16,68,Clothing,4,1200.32,1140.304,Cash,South,Florida,Mall of Istanbul
I158374,11-10-16,48,Clothing,4,1200.32,1140.304,Cash,East,Pennsylvania,Mall of Istanbul
I424314,11-10-16,51,Souvenir,5,58.65,43.9875,Cash,East,Pennsylvania,Zorlu Center
I170500,11-10-16,36,Toys,2,71.68,50.176,Debit Card,West,Arizona,Kanyon
I751310,11-10-16,60,Clothing,1,300.08,225.06,Credit Card,East,New York,Istinye Park
I663590,11-10-16,49,Clothing,3,900.24,675.18,Cash,West,California,Metropol AVM
I257939,11-10-16,38,Food & Beverage,2,10.46,7.322,Credit Card,West,California,Metrocity
I209643,11-10-16,29,Clothing,4,1200.32,1140.304,Credit Card,Central,Iowa,Viaport Outlet
I879418,11-10-16,40,Food & Beverage,3,15.69,10.983,Cash,East,Pennsylvania,Metrocity
I995161,11-10-16,60,Toys,4,143.36,114.688,Credit Card,East,New York,Kanyon
I694680,11-10-16,39,Books,3,45.45,31.815,Cash,Central,Michigan,Metropol AVM
I246602,11-10-16,62,Technology,4,4200,3780,Credit Card,West,Washington,Mall of Istanbul
I683596,11-10-16,54,Clothing,1,300.08,225.06,Cash,West,California,Viaport Outlet
I318928,11-10-16,42,Books,3,45.45,31.815,Debit Card,West,California,Metrocity
I731609,11-10-16,58,Clothing,5,1500.4,1425.38,Cash,West,California,Istinye Park
I219052,11-10-16,23,Food & Beverage,1,5.23,3.661,Debit Card,South,Virginia,Metrocity
I440654,11-10-16,59,Cosmetics,2,81.32,56.924,Cash,South,Virginia,Istinye Park
I763994,11-10-16,64,Clothing,2,600.16,450.12,Credit Card,South,Virginia,Viaport Outlet
I105869,11-10-16,58,Cosmetics,3,121.98,91.485,Cash,West,California,Metrocity
I254083,11-10-16,49,Technology,3,3150,2677.5,Cash,Central,Texas,Kanyon
I945752,11-10-16,32,Books,3,45.45,31.815,Debit Card,Central,Texas,Istinye Park
I127512,11-10-16,39,Clothing,4,1200.32,1140.304,Cash,Central,Texas,Viaport Outlet
I310330,11-10-16,54,Food & Beverage,2,10.46,7.322,Cash,West,Colorado,Zorlu Center
I248967,11-10-16,58,Clothing,4,1200.32,1140.304,Cash,East,New York,Istinye Park
I525705,11-10-16,39,Cosmetics,2,81.32,56.924,Cash,East,New York,Mall of Istanbul
I320192,11-10-16,22,Toys,1,35.84,25.088,Cash,East,New York,Kanyon
I271269,11-10-16,26,Clothing,5,1500.4,1425.38,Cash,East,New York,Metropol AVM
I177936,11-10-16,49,Clothing,1,300.08,225.06,Credit Card,East,New York,Kanyon
I562198,11-10-16,52,Clothing,2,600.16,450.12,Cash,West,California,Zorlu Center
I259014,11-10-16,48,Clothing,1,300.08,225.06,Debit Card,West,California,Zorlu Center
I118828,11-10-16,58,Clothing,1,300.08,225.06,Cash,West,California,Viaport Outlet
I109445,11-10-16,26,Food & Beverage,5,26.15,19.6125,Cash,Central,Texas,Kanyon
I315724,11-10-16,51,Clothing,2,600.16,450.12,Cash,Central,Texas,Metropol AVM
I313847,11-10-16,47,Technology,4,4200,3780,Cash,Central,Texas,Mall of Istanbul
I174091,11-10-16,39,Shoes,5,3000.85,2700.765,Cash,Central,Texas,Kanyon
I366851,11-10-16,20,Shoes,3,1800.51,1620.459,Cash,Central,Michigan,Mall of Istanbul
I142212,11-10-16,45,Food & Beverage,4,20.92,15.69,Credit Card,Central,Michigan,Metrocity
I220765,11-10-16,34,Technology,2,2100,1890,Cash,Central,Michigan,Zorlu Center
I141608,11-10-16,25,Cosmetics,1,40.66,28.462,Cash,East,New York,Mall of Istanbul
I164710,11-10-16,24,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Mall of Istanbul
I309126,11-10-16,43,Shoes,4,2400.68,2280.646,Debit Card,South,Florida,Viaport Outlet
I821409,11-10-16,46,Clothing,3,900.24,675.18,Debit Card,South,Kentucky,Metrocity
I324559,11-10-16,40,Clothing,4,1200.32,1140.304,Cash,South,Kentucky,Kanyon
I981117,11-10-16,34,Clothing,4,1200.32,1140.304,Cash,East,New York,Zorlu Center
I245415,11-10-16,47,Clothing,3,900.24,675.18,Cash,Central,Texas,Mall of Istanbul
I249688,11-10-16,24,Shoes,3,1800.51,1620.459,Credit Card,East,Massachusetts,Metropol AVM
I288765,11-10-16,24,Clothing,5,1500.4,1425.38,Cash,East,Massachusetts,Kanyon
I165174,11-10-16,39,Food & Beverage,3,15.69,10.983,Cash,East,Massachusetts,Kanyon
I339750,11-10-16,64,Clothing,1,300.08,225.06,Cash,East,Ohio,Kanyon
I646586,11-10-16,24,Cosmetics,4,162.64,130.112,Credit Card,Central,Iowa,Metrocity
I172485,11-10-16,40,Toys,4,143.36,114.688,Credit Card,West,California,Mall of Istanbul
I333474,11-10-16,53,Cosmetics,4,162.64,130.112,Cash,East,Ohio,Istinye Park
I247962,11-10-16,67,Shoes,3,1800.51,1620.459,Cash,East,Ohio,Mall of Istanbul
I140545,11-10-16,58,Clothing,4,1200.32,1140.304,Cash,East,Ohio,Mall of Istanbul
I281917,11-10-16,42,Shoes,4,2400.68,2280.646,Cash,East,Ohio,Viaport Outlet
I160248,11-10-16,25,Clothing,5,1500.4,1425.38,Credit Card,East,Ohio,Zorlu Center
I155926,11-10-16,40,Clothing,2,600.16,450.12,Debit Card,West,California,Zorlu Center
I598482,11-10-16,62,Souvenir,5,58.65,43.9875,Debit Card,Central,Michigan,Mall of Istanbul
I152146,11-10-16,60,Food & Beverage,1,5.23,3.661,Credit Card,Central,Michigan,Mall of Istanbul
I192141,11-10-16,36,Cosmetics,3,121.98,91.485,Cash,Central,Michigan,Zorlu Center
I171100,11-10-16,49,Cosmetics,3,121.98,91.485,Cash,Central,Michigan,Kanyon
I562075,11-10-16,24,Books,5,75.75,56.8125,Debit Card,South,Georgia,Metropol AVM
I307885,11-10-16,22,Clothing,1,300.08,225.06,Cash,West,California,Kanyon
I455812,11-10-16,22,Clothing,2,600.16,450.12,Debit Card,East,Pennsylvania,Viaport Outlet
I206844,11-10-16,36,Cosmetics,4,162.64,130.112,Debit Card,East,Pennsylvania,Mall of Istanbul
I202642,11-10-16,61,Cosmetics,4,162.64,130.112,Credit Card,East,Pennsylvania,Metropol AVM
I244610,11-10-16,18,Shoes,1,600.17,450.1275,Credit Card,West,California,Istinye Park
